pago_id,socio_id,nivel,perfil_pago,monto,descuento,fecha_limite,fecha_pago,dias_retraso,metodo_pago
705,61,Premium,leve_retraso,70,0,2024-10-01,2024-10-06,5,Tarjeta
706,61,Premium,leve_retraso,70,0,2024-11-01,2024-11-01,0,Efectivo
707,61,Premium,leve_retraso,70,0,2024-12-01,2024-12-06,5,Tarjeta
708,61,Premium,leve_retraso,70,0,2025-01-01,2025-01-04,3,Efectivo
709,61,Premium,leve_retraso,70,0,2025-02-01,2025-02-04,3,Tarjeta
710,61,Premium,leve_retraso,70,0,2025-03-01,2025-03-06,5,Tarjeta
711,61,Premium,leve_retraso,70,0,2025-04-01,2025-04-04,3,Efectivo
712,61,Premium,leve_retraso,70,0,2025-05-01,2025-05-08,7,Tarjeta
713,61,Premium,leve_retraso,70,0,2025-06-01,2025-06-06,5,Efectivo
714,62,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Tarjeta
715,62,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Efectivo
716,62,Básico,puntual,20,10,2024-09-01,2024-09-01,0,Tarjeta
717,62,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Tarjeta
718,62,Básico,puntual,20,10,2024-11-01,2024-11-01,0,Débito automático
719,62,Básico,puntual,30,0,2024-12-01,2024-12-02,1,Tarjeta
720,62,Básico,puntual,30,0,2025-01-01,2025-01-03,2,Efectivo
721,62,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
722,62,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
723,62,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Transferencia
724,62,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Tarjeta
725,62,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Efectivo
726,63,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Débito automático
727,63,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
728,63,Básico,puntual,25,5,2024-09-01,2024-09-01,0,Transferencia
729,63,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Transferencia
730,63,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Transferencia
731,63,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Efectivo
732,63,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Débito automático
733,63,Básico,puntual,25,5,2025-02-01,2025-02-02,1,Transferencia
734,63,Básico,puntual,30,0,2025-03-01,2025-03-02,1,Efectivo
735,63,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Transferencia
736,63,Básico,puntual,30,0,2025-05-01,2025-05-02,1,Débito automático
737,63,Básico,puntual,25,5,2025-06-01,2025-06-01,0,Efectivo
738,64,Premium,leve_retraso,70,0,2024-07-01,2024-07-06,5,Tarjeta
739,64,Premium,leve_retraso,70,0,2024-08-01,2024-08-04,3,Tarjeta
740,64,Premium,leve_retraso,70,0,2024-09-01,2024-09-04,3,Tarjeta
741,64,Premium,leve_retraso,70,0,2024-10-01,2024-10-04,3,Tarjeta
742,64,Premium,leve_retraso,70,0,2024-11-01,2024-11-08,7,Tarjeta
743,64,Premium,leve_retraso,70,0,2024-12-01,2024-12-06,5,Transferencia
744,64,Premium,leve_retraso,70,0,2025-01-01,2025-01-04,3,Tarjeta
745,64,Premium,leve_retraso,70,0,2025-02-01,2025-02-06,5,Tarjeta
746,64,Premium,leve_retraso,70,0,2025-03-01,2025-03-06,5,Tarjeta
747,64,Premium,leve_retraso,70,0,2025-04-01,2025-04-08,7,Efectivo
748,64,Premium,leve_retraso,70,0,2025-05-01,2025-05-01,0,Tarjeta
749,64,Premium,leve_retraso,70,0,2025-06-01,2025-06-01,0,Efectivo
750,65,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Efectivo
751,65,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Transferencia
752,65,Estándar,puntual,50,0,2024-09-01,2024-09-02,1,Efectivo
753,65,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Tarjeta
754,65,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
755,65,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Transferencia
756,65,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Débito automático
757,65,Estándar,puntual,40,10,2025-02-01,2025-02-01,0,Transferencia
758,65,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Efectivo
759,65,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Tarjeta
760,65,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Tarjeta
761,65,Estándar,puntual,45,5,2025-06-01,2025-06-01,0,Efectivo
762,66,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Tarjeta
763,66,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
764,66,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Efectivo
765,66,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Efectivo
766,66,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Tarjeta
767,66,Básico,puntual,20,10,2024-12-01,2024-12-01,0,Efectivo
768,66,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Transferencia
769,66,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Débito automático
770,66,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
771,66,Básico,puntual,30,0,2025-04-01,2025-04-03,2,Tarjeta
772,66,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Efectivo
773,66,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
774,67,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Efectivo
775,67,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Transferencia
776,67,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Tarjeta
777,67,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Transferencia
778,67,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Efectivo
779,67,Básico,puntual,20,10,2024-12-01,2024-12-01,0,Efectivo
780,67,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Efectivo
781,67,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
782,67,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Tarjeta
783,67,Básico,puntual,30,0,2025-04-01,2025-04-02,1,Efectivo
784,67,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Efectivo
785,67,Básico,puntual,30,0,2025-06-01,2025-06-02,1,Tarjeta
786,68,Básico,moroso,30,0,2024-07-01,2024-07-21,20,Tarjeta
787,68,Básico,moroso,30,0,2024-08-01,2024-08-21,20,Tarjeta
788,68,Básico,moroso,30,0,2024-11-01,2024-11-21,20,Transferencia
789,68,Básico,moroso,30,0,2024-12-01,2024-12-06,5,Efectivo
790,68,Básico,moroso,30,0,2025-01-01,2025-01-06,5,Efectivo
791,68,Básico,moroso,30,0,2025-03-01,2025-03-21,20,Efectivo
792,68,Básico,moroso,30,0,2025-04-01,2025-04-11,10,Débito automático
793,68,Básico,moroso,30,0,2025-06-01,2025-06-06,5,Transferencia
794,69,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Tarjeta
795,69,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Transferencia
796,69,Estándar,puntual,45,5,2024-09-01,2024-09-01,0,Transferencia
797,69,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Tarjeta
798,69,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
799,69,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Efectivo
800,69,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Tarjeta
801,69,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Transferencia
802,69,Estándar,puntual,40,10,2025-03-01,2025-03-01,0,Efectivo
803,69,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Transferencia
804,69,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Tarjeta
805,69,Estándar,puntual,50,0,2025-06-01,2025-06-02,1,Transferencia
806,70,Premium,puntual,70,0,2024-07-01,2024-07-02,1,Efectivo
807,70,Premium,puntual,70,0,2024-08-01,2024-08-01,0,Débito automático
808,70,Premium,puntual,70,0,2024-09-01,2024-09-01,0,Transferencia
809,70,Premium,puntual,60,10,2024-10-01,2024-10-01,0,Tarjeta
810,70,Premium,puntual,70,0,2024-11-01,2024-11-01,0,Tarjeta
811,70,Premium,puntual,70,0,2024-12-01,2024-12-01,0,Efectivo
812,70,Premium,puntual,70,0,2025-01-01,2025-01-01,0,Efectivo
813,70,Premium,puntual,70,0,2025-02-01,2025-02-01,0,Efectivo
814,70,Premium,puntual,70,0,2025-03-01,2025-03-01,0,Tarjeta
815,70,Premium,puntual,70,0,2025-04-01,2025-04-01,0,Efectivo
816,70,Premium,puntual,70,0,2025-05-01,2025-05-03,2,Transferencia
817,70,Premium,puntual,65,5,2025-06-01,2025-06-01,0,Tarjeta
818,71,Básico,moroso,30,0,2024-07-01,2024-07-06,5,Efectivo
819,71,Básico,moroso,30,0,2024-08-01,2024-08-16,15,Débito automático
820,71,Básico,moroso,30,0,2024-09-01,2024-09-11,10,Efectivo
821,71,Básico,moroso,30,0,2024-10-01,2024-10-11,10,Débito automático
822,71,Básico,moroso,30,0,2024-11-01,2024-11-11,10,Tarjeta
823,71,Básico,moroso,30,0,2024-12-01,2024-12-11,10,Transferencia
824,71,Básico,moroso,30,0,2025-01-01,2025-01-16,15,Tarjeta
825,71,Básico,moroso,30,0,2025-02-01,2025-02-16,15,Tarjeta
826,71,Básico,moroso,30,0,2025-03-01,2025-03-21,20,Tarjeta
827,71,Básico,moroso,30,0,2025-04-01,2025-04-06,5,Tarjeta
828,71,Básico,moroso,30,0,2025-05-01,2025-05-21,20,Tarjeta
829,71,Básico,moroso,30,0,2025-06-01,2025-06-11,10,Efectivo
830,72,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Débito automático
831,72,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Efectivo
832,72,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Transferencia
833,72,Básico,puntual,30,0,2024-10-01,2024-10-02,1,Débito automático
834,72,Básico,puntual,30,0,2024-11-01,2024-11-02,1,Transferencia
835,72,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Tarjeta
836,72,Básico,puntual,30,0,2025-01-01,2025-01-02,1,Tarjeta
837,72,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Efectivo
838,72,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Tarjeta
839,72,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Tarjeta
840,72,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Débito automático
841,72,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
842,73,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Efectivo
843,73,Básico,puntual,20,10,2024-08-01,2024-08-01,0,Transferencia
844,73,Básico,puntual,30,0,2024-09-01,2024-09-02,1,Débito automático
845,73,Básico,puntual,30,0,2024-10-01,2024-10-03,2,Transferencia
846,73,Básico,puntual,20,10,2024-11-01,2024-11-01,0,Tarjeta
847,73,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Transferencia
848,73,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Transferencia
849,73,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Transferencia
850,73,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Transferencia
851,73,Básico,puntual,20,10,2025-04-01,2025-04-01,0,Transferencia
852,73,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Tarjeta
853,73,Básico,puntual,25,5,2025-06-01,2025-06-02,1,Efectivo
854,74,Estándar,leve_retraso,50,0,2024-07-01,2024-07-08,7,Efectivo
855,74,Estándar,leve_retraso,50,0,2024-08-01,2024-08-08,7,Débito automático
856,74,Estándar,leve_retraso,50,0,2024-09-01,2024-09-04,3,Tarjeta
857,74,Estándar,leve_retraso,50,0,2024-10-01,2024-10-04,3,Tarjeta
858,74,Estándar,leve_retraso,50,0,2024-11-01,2024-11-01,0,Efectivo
859,74,Estándar,leve_retraso,50,0,2024-12-01,2024-12-01,0,Tarjeta
860,74,Estándar,leve_retraso,50,0,2025-01-01,2025-01-01,0,Tarjeta
861,74,Estándar,leve_retraso,50,0,2025-02-01,2025-02-08,7,Tarjeta
862,74,Estándar,leve_retraso,50,0,2025-03-01,2025-03-04,3,Tarjeta
863,74,Estándar,leve_retraso,50,0,2025-04-01,2025-04-06,5,Débito automático
864,74,Estándar,leve_retraso,50,0,2025-05-01,2025-05-06,5,Débito automático
865,74,Estándar,leve_retraso,50,0,2025-06-01,2025-06-01,0,Transferencia
866,75,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Débito automático
867,75,Básico,puntual,20,10,2024-08-01,2024-08-01,0,Débito automático
868,75,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Tarjeta
869,75,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Efectivo
870,75,Básico,puntual,30,0,2024-11-01,2024-11-02,1,Débito automático
871,75,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Transferencia
872,75,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Efectivo
873,75,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
874,75,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
875,75,Básico,puntual,25,5,2025-04-01,2025-04-02,1,Tarjeta
876,75,Básico,puntual,25,5,2025-05-01,2025-05-01,0,Tarjeta
877,75,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
878,76,Básico,moroso,30,0,2024-08-01,2024-08-11,10,Efectivo
879,76,Básico,moroso,30,0,2024-09-01,2024-09-06,5,Efectivo
880,76,Básico,moroso,30,0,2024-10-01,2024-10-06,5,Tarjeta
881,76,Básico,moroso,30,0,2024-11-01,2024-11-06,5,Débito automático
882,76,Básico,moroso,30,0,2024-12-01,2024-12-06,5,Tarjeta
883,76,Básico,moroso,30,0,2025-01-01,2025-01-06,5,Transferencia
884,76,Básico,moroso,30,0,2025-02-01,2025-02-06,5,Tarjeta
885,76,Básico,moroso,30,0,2025-03-01,2025-03-16,15,Tarjeta
886,76,Básico,moroso,30,0,2025-04-01,2025-04-06,5,Transferencia
887,76,Básico,moroso,30,0,2025-05-01,2025-05-06,5,Tarjeta
888,76,Básico,moroso,30,0,2025-06-01,2025-06-16,15,Débito automático
889,77,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Tarjeta
890,77,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
891,77,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Transferencia
892,77,Básico,puntual,30,0,2024-10-01,2024-10-03,2,Efectivo
893,77,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Efectivo
894,77,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Efectivo
895,77,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Tarjeta
896,77,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
897,77,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Débito automático
898,77,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Transferencia
899,77,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Efectivo
900,77,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Débito automático
901,78,Básico,moroso,30,0,2024-07-01,2024-07-16,15,Transferencia
902,78,Básico,moroso,30,0,2024-08-01,2024-08-21,20,Tarjeta
903,78,Básico,moroso,30,0,2024-09-01,2024-09-06,5,Transferencia
904,78,Básico,moroso,30,0,2024-10-01,2024-10-06,5,Efectivo
905,78,Básico,moroso,30,0,2024-11-01,2024-11-06,5,Transferencia
906,78,Básico,moroso,30,0,2024-12-01,2024-12-11,10,Efectivo
907,78,Básico,moroso,30,0,2025-01-01,2025-01-16,15,Tarjeta
908,78,Básico,moroso,30,0,2025-02-01,2025-02-06,5,Tarjeta
909,78,Básico,moroso,30,0,2025-03-01,2025-03-16,15,Efectivo
910,78,Básico,moroso,30,0,2025-04-01,2025-04-11,10,Tarjeta
911,78,Básico,moroso,30,0,2025-06-01,2025-06-06,5,Tarjeta
912,79,Estándar,leve_retraso,50,0,2024-07-01,2024-07-01,0,Transferencia
913,79,Estándar,leve_retraso,50,0,2024-08-01,2024-08-06,5,Transferencia
914,79,Estándar,leve_retraso,50,0,2024-09-01,2024-09-01,0,Tarjeta
915,79,Estándar,leve_retraso,50,0,2024-10-01,2024-10-04,3,Transferencia
916,79,Estándar,leve_retraso,50,0,2024-11-01,2024-11-08,7,Efectivo
917,79,Estándar,leve_retraso,50,0,2024-12-01,2024-12-06,5,Efectivo
918,79,Estándar,leve_retraso,50,0,2025-01-01,2025-01-04,3,Efectivo
919,79,Estándar,leve_retraso,50,0,2025-02-01,2025-02-04,3,Tarjeta
920,79,Estándar,leve_retraso,50,0,2025-03-01,2025-03-06,5,Tarjeta
921,79,Estándar,leve_retraso,50,0,2025-04-01,2025-04-06,5,Tarjeta
922,79,Estándar,leve_retraso,50,0,2025-05-01,2025-05-01,0,Transferencia
923,79,Estándar,leve_retraso,50,0,2025-06-01,2025-06-01,0,Tarjeta
924,80,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Efectivo
925,80,Estándar,puntual,50,0,2024-08-01,2024-08-02,1,Tarjeta
926,80,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Efectivo
927,80,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Efectivo
928,80,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
929,80,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Tarjeta
930,80,Estándar,puntual,40,10,2025-01-01,2025-01-01,0,Débito automático
931,80,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Tarjeta
932,80,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Efectivo
933,80,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Transferencia
934,80,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Tarjeta
935,80,Estándar,puntual,45,5,2025-06-01,2025-06-01,0,Efectivo
936,81,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Efectivo
937,81,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Tarjeta
938,81,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Débito automático
939,81,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Transferencia
940,81,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Efectivo
941,81,Estándar,puntual,50,0,2024-12-01,2024-12-02,1,Débito automático
942,81,Estándar,puntual,40,10,2025-01-01,2025-01-01,0,Efectivo
943,81,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Transferencia
944,81,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Efectivo
945,81,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Débito automático
946,81,Estándar,puntual,50,0,2025-05-01,2025-05-02,1,Efectivo
947,81,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Transferencia
948,82,Estándar,leve_retraso,50,0,2024-07-01,2024-07-01,0,Tarjeta
949,82,Estándar,leve_retraso,50,0,2024-08-01,2024-08-04,3,Transferencia
950,82,Estándar,leve_retraso,50,0,2024-09-01,2024-09-04,3,Transferencia
951,82,Estándar,leve_retraso,50,0,2024-10-01,2024-10-01,0,Transferencia
952,82,Estándar,leve_retraso,50,0,2024-11-01,2024-11-06,5,Transferencia
953,82,Estándar,leve_retraso,50,0,2024-12-01,2024-12-04,3,Tarjeta
954,82,Estándar,leve_retraso,50,0,2025-01-01,2025-01-08,7,Efectivo
955,82,Estándar,leve_retraso,50,0,2025-02-01,2025-02-04,3,Tarjeta
956,82,Estándar,leve_retraso,50,0,2025-03-01,2025-03-06,5,Efectivo
957,82,Estándar,leve_retraso,50,0,2025-04-01,2025-04-06,5,Transferencia
958,82,Estándar,leve_retraso,50,0,2025-05-01,2025-05-01,0,Débito automático
959,82,Estándar,leve_retraso,50,0,2025-06-01,2025-06-01,0,Tarjeta
960,83,Premium,puntual,65,5,2024-07-01,2024-07-01,0,Efectivo
961,83,Premium,puntual,70,0,2024-08-01,2024-08-01,0,Tarjeta
962,83,Premium,puntual,70,0,2024-09-01,2024-09-01,0,Débito automático
963,83,Premium,puntual,70,0,2024-10-01,2024-10-01,0,Transferencia
964,83,Premium,puntual,70,0,2024-11-01,2024-11-01,0,Efectivo
965,83,Premium,puntual,70,0,2024-12-01,2024-12-01,0,Transferencia
966,83,Premium,puntual,70,0,2025-01-01,2025-01-01,0,Tarjeta
967,83,Premium,puntual,70,0,2025-02-01,2025-02-01,0,Tarjeta
968,83,Premium,puntual,70,0,2025-03-01,2025-03-01,0,Transferencia
969,83,Premium,puntual,70,0,2025-04-01,2025-04-01,0,Tarjeta
970,83,Premium,puntual,70,0,2025-05-01,2025-05-01,0,Transferencia
971,83,Premium,puntual,70,0,2025-06-01,2025-06-01,0,Tarjeta
972,84,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Transferencia
973,84,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Efectivo
974,84,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Efectivo
975,84,Básico,puntual,30,0,2024-10-01,2024-10-02,1,Efectivo
976,84,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Tarjeta
977,84,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Efectivo
978,84,Básico,puntual,20,10,2025-01-01,2025-01-02,1,Transferencia
979,84,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
980,84,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Débito automático
981,84,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Efectivo
982,84,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Transferencia
983,84,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Transferencia
984,85,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Tarjeta
985,85,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Tarjeta
986,85,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Transferencia
987,85,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Transferencia
988,85,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
989,85,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Efectivo
990,85,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Transferencia
991,85,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Tarjeta
992,85,Estándar,puntual,50,0,2025-03-01,2025-03-02,1,Tarjeta
993,85,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Tarjeta
994,85,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Transferencia
995,85,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Tarjeta
996,86,Básico,leve_retraso,30,0,2024-07-01,2024-07-04,3,Efectivo
997,86,Básico,leve_retraso,30,0,2024-08-01,2024-08-01,0,Tarjeta
998,86,Básico,leve_retraso,30,0,2024-09-01,2024-09-01,0,Efectivo
999,86,Básico,leve_retraso,30,0,2024-10-01,2024-10-01,0,Tarjeta
1000,86,Básico,leve_retraso,30,0,2024-11-01,2024-11-06,5,Tarjeta
1001,86,Básico,leve_retraso,30,0,2024-12-01,2024-12-08,7,Tarjeta
1002,86,Básico,leve_retraso,30,0,2025-01-01,2025-01-06,5,Transferencia
1003,86,Básico,leve_retraso,30,0,2025-02-01,2025-02-06,5,Tarjeta
1004,86,Básico,leve_retraso,30,0,2025-03-01,2025-03-06,5,Efectivo
1005,86,Básico,leve_retraso,30,0,2025-04-01,2025-04-04,3,Tarjeta
1006,86,Básico,leve_retraso,30,0,2025-05-01,2025-05-04,3,Efectivo
1007,86,Básico,leve_retraso,30,0,2025-06-01,2025-06-08,7,Tarjeta
1008,87,Básico,puntual,30,0,2024-07-01,2024-07-02,1,Tarjeta
1009,87,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Efectivo
1010,87,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Transferencia
1011,87,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Tarjeta
1012,87,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Tarjeta
1013,87,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Transferencia
1014,87,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Tarjeta
1015,87,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Transferencia
1016,87,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
1017,87,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Transferencia
1018,87,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Efectivo
1019,87,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Efectivo
1020,88,Básico,leve_retraso,30,0,2024-07-01,2024-07-01,0,Efectivo
1021,88,Básico,leve_retraso,30,0,2024-08-01,2024-08-01,0,Tarjeta
1022,88,Básico,leve_retraso,30,0,2024-09-01,2024-09-01,0,Transferencia
1023,88,Básico,leve_retraso,30,0,2024-10-01,2024-10-06,5,Tarjeta
1024,88,Básico,leve_retraso,30,0,2024-11-01,2024-11-08,7,Tarjeta
1025,88,Básico,leve_retraso,30,0,2024-12-01,2024-12-04,3,Débito automático
1026,88,Básico,leve_retraso,30,0,2025-01-01,2025-01-01,0,Débito automático
1027,88,Básico,leve_retraso,30,0,2025-02-01,2025-02-01,0,Tarjeta
1028,88,Básico,leve_retraso,30,0,2025-03-01,2025-03-01,0,Transferencia
1029,88,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Transferencia
1030,88,Básico,leve_retraso,30,0,2025-05-01,2025-05-04,3,Tarjeta
1031,88,Básico,leve_retraso,30,0,2025-06-01,2025-06-01,0,Tarjeta
1032,89,Básico,leve_retraso,30,0,2024-07-01,2024-07-08,7,Tarjeta
1033,89,Básico,leve_retraso,30,0,2024-08-01,2024-08-06,5,Transferencia
1034,89,Básico,leve_retraso,30,0,2024-09-01,2024-09-04,3,Tarjeta
1035,89,Básico,leve_retraso,30,0,2024-10-01,2024-10-01,0,Efectivo
1036,89,Básico,leve_retraso,30,0,2024-11-01,2024-11-01,0,Tarjeta
1037,89,Básico,leve_retraso,30,0,2024-12-01,2024-12-04,3,Tarjeta
1038,89,Básico,leve_retraso,30,0,2025-01-01,2025-01-04,3,Tarjeta
1039,89,Básico,leve_retraso,30,0,2025-02-01,2025-02-06,5,Transferencia
1040,89,Básico,leve_retraso,30,0,2025-03-01,2025-03-01,0,Efectivo
1041,89,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Tarjeta
1042,89,Básico,leve_retraso,30,0,2025-05-01,2025-05-06,5,Tarjeta
1043,89,Básico,leve_retraso,30,0,2025-06-01,2025-06-04,3,Efectivo
1044,90,Básico,moroso,30,0,2024-07-01,2024-07-11,10,Tarjeta
1045,90,Básico,moroso,30,0,2024-08-01,2024-08-16,15,Tarjeta
1046,90,Básico,moroso,30,0,2024-09-01,2024-09-06,5,Tarjeta
1047,90,Básico,moroso,30,0,2024-10-01,2024-10-06,5,Tarjeta
1048,90,Básico,moroso,30,0,2024-12-01,2024-12-16,15,Transferencia
1049,90,Básico,moroso,30,0,2025-01-01,2025-01-16,15,Tarjeta
1050,90,Básico,moroso,30,0,2025-02-01,2025-02-06,5,Tarjeta
1051,90,Básico,moroso,30,0,2025-03-01,2025-03-21,20,Tarjeta
1052,90,Básico,moroso,30,0,2025-04-01,2025-04-11,10,Tarjeta
1053,90,Básico,moroso,30,0,2025-05-01,2025-05-06,5,Tarjeta
1054,90,Básico,moroso,30,0,2025-06-01,2025-06-11,10,Efectivo
1055,91,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Efectivo
